,date,gateway,chain,relays,relays_norm
5871,2022-08-29,eu-west-2,0049,1937391,0.06195062492431606
5870,2022-08-29,eu-west-1,0049,47536,0.001520026110579789
5869,2022-08-29,eu-south-1,0049,571283,0.018267525171035713
5868,2022-08-29,eu-north-1,0049,1147244,0.03668463554371423
5849,2022-08-29,us-west-2,0040,2266946,0.01789880136680619
5866,2022-08-29,ca-central-1,0049,554404,0.01772779694988803
5865,2022-08-29,ap-southeast-1,0049,3707705,0.11855874306477694
5864,2022-08-29,ap-northeast-2,0049,116091,0.0037121623864716908
5863,2022-08-29,ap-east-1,0049,1136504,0.036341209920447086
5867,2022-08-29,eu-central-1,0049,5039103,0.16113194492386712
5861,2022-08-29,us-east-2,0004,1382835,0.016605555414390825
5862,2022-08-29,us-west-2,0004,1483636,0.017816008282105347
5852,2022-08-29,ap-southeast-1,0004,9381229,0.1126530048882117
5853,2022-08-29,ca-central-1,0004,946921,0.011370951081329569
5854,2022-08-29,eu-central-1,0004,37712150,0.45286038943244783
5855,2022-08-29,eu-north-1,0004,2324414,0.027912357933510386
5851,2022-08-29,ap-northeast-2,0004,2397197,0.02878636107902349
5857,2022-08-29,eu-west-1,0004,120375,0.0014455041512597638
5858,2022-08-29,eu-west-2,0004,4766712,0.05724030723871013
5859,2022-08-29,eu-west-3,0004,2996085,0.0359780129181899
5860,2022-08-29,us-east-1,0004,3364012,0.040396206113293136
5856,2022-08-29,eu-south-1,0004,3592219,0.043136593783877034
6003,2022-08-30,us-east-1,0027,607123,0.00780689736333863
6002,2022-08-30,eu-west-3,0027,2331356,0.029978533195750605
6001,2022-08-30,eu-west-2,0027,425578,0.005472439301582921
6000,2022-08-30,eu-west-1,0027,78198,0.0010055355504870582
5999,2022-08-30,eu-south-1,0027,208700,0.0026836398550685314
5998,2022-08-30,eu-north-1,0027,111247,0.0014305073452650164
5997,2022-08-30,eu-central-1,0027,8530666,0.10969446702385266
5996,2022-08-30,ca-central-1,0027,200843,0.0025826079511812607
5995,2022-08-30,ap-southeast-1,0027,45738616,0.5881455333649986
5994,2022-08-30,ap-northeast-2,0027,7668,9.860158317520604e-05
5982,2022-08-30,ap-southeast-1,0021,4244173,0.04743680253753748
5992,2022-08-30,us-west-2,0021,932750,0.010425276624418486
5991,2022-08-30,us-east-2,0021,10380727,0.11602460523995695
5990,2022-08-30,us-east-1,0021,11042534,0.12342157232328746
5989,2022-08-30,eu-west-3,0021,2929191,0.03273934758590942
5988,2022-08-30,eu-west-2,0021,2750235,0.03073916982809711
5987,2022-08-30,eu-west-1,0021,503767,0.005630565885021097
5986,2022-08-30,eu-south-1,0021,2790846,0.031193075921899585
5985,2022-08-30,eu-north-1,0021,2649017,0.029607863851822232
5984,2022-08-30,eu-central-1,0021,31672985,0.3540065721212087
5983,2022-08-30,ca-central-1,0021,677026,0.007567068702142643
6004,2022-08-30,us-east-2,0027,212162,0.002728157158270483
5993,2022-08-30,ap-east-1,0027,3055496,0.03929013340969084
6005,2022-08-30,us-west-2,0027,308837,0.003971285490751318
6018,2022-08-30,us-west-2,03DF,2914569,0.060273849598084586
6007,2022-08-30,ap-northeast-2,03DF,1639,3.3894836420500126e-05
5981,2022-08-30,ap-northeast-2,0021,309732,0.0034618512778712266
6030,2022-08-30,us-east-2,0005,85507,0.0036727808952338467
6029,2022-08-30,us-east-1,0005,872128,0.03746050097183276
6028,2022-08-30,eu-west-3,0005,378285,0.01624846996098022
6027,2022-08-30,eu-west-2,0005,694538,0.02983248035147912
6026,2022-08-30,eu-west-1,0005,20415,0.0008768851904077909
6025,2022-08-30,eu-south-1,0005,398829,0.01713089608646333
6024,2022-08-30,eu-north-1,0005,84167,0.0036152238952266735
6023,2022-08-30,eu-central-1,0005,17099258,0.734464173752728
6022,2022-08-30,ca-central-1,0005,404020,0.017353865032013503
6021,2022-08-30,ap-southeast-1,0005,558320,0.023981510629854413
6020,2022-08-30,ap-northeast-2,0005,55018,0.0023631873331303377
6019,2022-08-30,ap-east-1,0005,378445,0.016255342438593015
6017,2022-08-30,us-east-2,03DF,7865450,0.16265902448055078
6016,2022-08-30,us-east-1,03DF,8844698,0.182910062171278
6015,2022-08-30,eu-west-3,03DF,1135658,0.023485626686779948
6014,2022-08-30,eu-west-2,03DF,1343929,0.027792711174964194
6013,2022-08-30,eu-west-1,03DF,65056,0.0013453706395192533
6012,2022-08-30,eu-south-1,03DF,3122561,0.06457516431240591
6011,2022-08-30,eu-north-1,03DF,1769775,0.03659928866753546
6010,2022-08-30,eu-central-1,03DF,5273010,0.10904686479173971
6009,2022-08-30,ca-central-1,03DF,1129251,0.023353128689863445
6008,2022-08-30,ap-southeast-1,03DF,765169,0.01582384264126764
6006,2022-08-30,ap-east-1,03DF,1105302,0.022857858746340227
5980,2022-08-30,ap-east-1,0021,4613694,0.05156691097337961
6031,2022-08-30,us-west-2,0005,52989,0.002276035726403058
5978,2022-08-30,us-east-2,0049,1676118,0.050394854674748316
5950,2022-08-30,eu-west-3,0040,3831062,0.029029037744041242
5949,2022-08-30,eu-west-2,0040,5736931,0.04347034491583803
5948,2022-08-30,eu-west-1,0040,813516,0.006164240273162234
5947,2022-08-30,eu-south-1,0040,4932726,0.03737665671686169
5946,2022-08-30,eu-north-1,0040,3448104,0.026127256922853136
5945,2022-08-30,eu-central-1,0040,72169179,0.5468462324930968
5944,2022-08-30,ca-central-1,0040,2480154,0.01879282665669072
5943,2022-08-30,ap-southeast-1,0040,4916389,0.03725286665822406
5942,2022-08-30,ap-northeast-2,0040,404854,0.0030676929913496763
5941,2022-08-30,ap-east-1,0040,2306707,0.01747856979799443
5940,2022-08-30,us-west-2,0009,5145029,0.021848846253015544
5939,2022-08-30,us-east-2,0009,9133766,0.038787390517142036
5938,2022-08-30,us-east-1,0009,31327396,0.13303471345085405
5937,2022-08-30,eu-west-3,0009,8016212,0.034041593063824954
5936,2022-08-30,eu-west-2,0009,6526854,0.027716895193764603
5935,2022-08-30,eu-west-1,0009,190586,0.0008093412519107707
5934,2022-08-30,eu-south-1,0009,6155181,0.026138551080758236
5933,2022-08-30,eu-north-1,0009,14950299,0.06348784123230637
5932,2022-08-30,eu-central-1,0009,52239566,0.22184019679155514
5931,2022-08-30,ca-central-1,0009,4224415,0.017939372906145456
5930,2022-08-30,ap-southeast-1,0009,24323048,0.10329009538269215
5929,2022-08-30,ap-northeast-2,0009,2140622,0.009090351281561802
5928,2022-08-30,ap-east-1,0009,19059035,0.08093597245921104
5951,2022-08-30,us-east-1,0040,21433004,0.16240391883091085
5952,2022-08-30,us-east-2,0040,14864282,0.11263085881044808
5979,2022-08-30,us-west-2,0049,1986836,0.05973703013902258
5954,2022-08-30,ap-east-1,0004,9092709,0.11069711416426166
5977,2022-08-30,us-east-1,0049,6138439,0.18456083720526084
5976,2022-08-30,eu-west-3,0049,1557715,0.04683490127167394
5975,2022-08-30,eu-west-2,0049,2239929,0.06734662860058441
5974,2022-08-30,eu-west-1,0049,55468,0.001667723751608741
5973,2022-08-30,eu-south-1,0049,651658,0.019593018037893
5972,2022-08-30,eu-north-1,0049,1206290,0.03626881236619507
5953,2022-08-30,us-west-2,0040,2855464,0.021636656423923963
5970,2022-08-30,ca-central-1,0049,590281,0.01774763185662651
5969,2022-08-30,ap-southeast-1,0049,3816648,0.11475291196960406
5968,2022-08-30,ap-northeast-2,0049,113671,0.0034176791405696474
5967,2022-08-30,ap-east-1,0049,1277931,0.03842280020222669
5971,2022-08-30,eu-central-1,0049,5454903,0.16400936207942915
5965,2022-08-30,us-east-2,0004,1555830,0.018941097876351617
5966,2022-08-30,us-west-2,0004,1560988,0.0190038927722247
5956,2022-08-30,ap-southeast-1,0004,8686254,0.10574882036781057
5957,2022-08-30,ca-central-1,0004,1273331,0.015501878161491088
5958,2022-08-30,eu-central-1,0004,39455557,0.4803426896916566
5959,2022-08-30,eu-north-1,0004,4895917,0.05960422609892711
5955,2022-08-30,ap-northeast-2,0004,3021067,0.0367792919136512
5961,2022-08-30,eu-west-1,0004,131934,0.001606200424994102
5962,2022-08-30,eu-west-2,0004,5152969,0.06273364710977787
5963,2022-08-30,eu-west-3,0004,3787414,0.046109008871319086
5964,2022-08-30,us-east-1,0004,3757090,0.0457398362419171
5960,2022-08-30,eu-south-1,0004,5130996,0.0624661418273003
6107,2022-08-31,us-east-1,0027,782803,0.009835674997372723
6106,2022-08-31,eu-west-3,0027,3451517,0.04336723218984458
6105,2022-08-31,eu-west-2,0027,355250,0.004463605201840898
6104,2022-08-31,eu-west-1,0027,93979,0.001180816757955822
6103,2022-08-31,eu-south-1,0027,172593,0.002168577093881284
6102,2022-08-31,eu-north-1,0027,129829,0.0016312608015476477
6101,2022-08-31,eu-central-1,0027,8188069,0.10288052746356706
6100,2022-08-31,ca-central-1,0027,391100,0.004914049245432724
6099,2022-08-31,ap-southeast-1,0027,46203448,0.5805318813111483
6098,2022-08-31,ap-northeast-2,0027,5195,6.527355108673741e-05
6086,2022-08-31,ap-southeast-1,0021,5205177,0.059058693620054656
6096,2022-08-31,us-west-2,0021,1037712,0.011774030945317355
6095,2022-08-31,us-east-2,0021,10149105,0.11515321817351548
6094,2022-08-31,us-east-1,0021,12544013,0.1423261918918382
6093,2022-08-31,eu-west-3,0021,1926235,0.021855341846247683
6092,2022-08-31,eu-west-2,0021,2109214,0.023931448134257485
6091,2022-08-31,eu-west-1,0021,473982,0.005377868556519931
6090,2022-08-31,eu-south-1,0021,1420916,0.016121919140085646
6089,2022-08-31,eu-north-1,0021,2426024,0.02752602036989318
6088,2022-08-31,eu-central-1,0021,34701626,0.3937296845144215
6087,2022-08-31,ca-central-1,0021,724083,0.008215550797310069
6108,2022-08-31,us-east-2,0027,255631,0.0032119236069015917
6097,2022-08-31,ap-east-1,0027,3340969,0.041978231126218665
6109,2022-08-31,us-west-2,0027,299207,0.003759442425410864
6122,2022-08-31,us-west-2,03DF,2753633,0.05494987669851224
6111,2022-08-31,ap-northeast-2,03DF,1663,3.318584755108101e-05
6085,2022-08-31,ap-northeast-2,0021,222414,0.002523541520837973
6134,2022-08-31,us-east-2,0005,61228,0.0026621038550940367
6133,2022-08-31,us-east-1,0005,765448,0.033280559085288104
6132,2022-08-31,eu-west-3,0005,405174,0.01761637269523537
6131,2022-08-31,eu-west-2,0005,628054,0.02730686899142925
6130,2022-08-31,eu-west-1,0005,23638,0.0010277456543854582
6129,2022-08-31,eu-south-1,0005,158685,0.00689939162222508
6128,2022-08-31,eu-north-1,0005,61988,0.002695147543110491
6127,2022-08-31,eu-central-1,0005,17544714,0.7628184944130515
6126,2022-08-31,ca-central-1,0005,394062,0.017133239193605317
6125,2022-08-31,ap-southeast-1,0005,535883,0.02329940877016002
6124,2022-08-31,ap-northeast-2,0005,43958,0.001911229523456975
6123,2022-08-31,ap-east-1,0005,305316,0.013274692961094448
6121,2022-08-31,us-east-2,03DF,8187160,0.1633781380855733
6120,2022-08-31,us-east-1,03DF,9744618,0.19445785170867105
6119,2022-08-31,eu-west-3,03DF,1402982,0.02799708164095655
6118,2022-08-31,eu-west-2,03DF,1654196,0.033010160117623574
6117,2022-08-31,eu-west-1,03DF,71221,0.001421244286491606
6116,2022-08-31,eu-south-1,03DF,3127678,0.0624140981941491
6115,2022-08-31,eu-north-1,03DF,1757248,0.03506660507362718
6114,2022-08-31,eu-central-1,03DF,5201787,0.10380379457317801
6113,2022-08-31,ca-central-1,03DF,1431457,0.02856531195305338
6112,2022-08-31,ap-southeast-1,03DF,805042,0.01606494352628825
6110,2022-08-31,ap-east-1,03DF,924768,0.018454124995861746
6084,2022-08-31,ap-east-1,0021,5593931,0.0634695529202419
6135,2022-08-31,us-west-2,0005,36234,0.0015754013047213256
6082,2022-08-31,us-east-2,0049,1744462,0.054325801340931366
6054,2022-08-31,eu-west-3,0040,3803102,0.029669568123858472
6053,2022-08-31,eu-west-2,0040,4754413,0.03709113781130728
6052,2022-08-31,eu-west-1,0040,531891,0.004149501185865435
6051,2022-08-31,eu-south-1,0040,4304277,0.03357944111818646
6050,2022-08-31,eu-north-1,0040,3005930,0.023450500383778793
6049,2022-08-31,eu-central-1,0040,73792870,0.5756886308913177
6048,2022-08-31,ca-central-1,0040,2073637,0.016177297962466825
6047,2022-08-31,ap-southeast-1,0040,5302076,0.041363682877786356
6046,2022-08-31,ap-northeast-2,0040,387083,0.0030197942201096654
6045,2022-08-31,ap-east-1,0040,2201483,0.017174677366532984
6044,2022-08-31,us-west-2,0009,5427338,0.021908563589151508
6043,2022-08-31,us-east-2,0009,9600041,0.038752535535277445
6042,2022-08-31,us-east-1,0009,33913415,0.1368984590701343
6041,2022-08-31,eu-west-3,0009,8857480,0.0357550356767236
6040,2022-08-31,eu-west-2,0009,6690554,0.027007794199596924
6039,2022-08-31,eu-west-1,0009,323622,0.0013063666139548318
6038,2022-08-31,eu-south-1,0009,4687907,0.01892369861790964
6037,2022-08-31,eu-north-1,0009,12660237,0.05110564467667735
6036,2022-08-31,eu-central-1,0009,52959180,0.21378059790256673
6035,2022-08-31,ca-central-1,0009,4968410,0.020056006539849968
6034,2022-08-31,ap-southeast-1,0009,25671823,0.1036295816927087
6033,2022-08-31,ap-northeast-2,0009,1700684,0.006865159965908248
6032,2022-08-31,ap-east-1,0009,20442138,0.08251888499872505
6055,2022-08-31,us-east-1,0040,22031083,0.1718735700254372
6056,2022-08-31,us-east-2,0040,9621455,0.07506094093009831
6083,2022-08-31,us-west-2,0049,1736571,0.05408006087861044
6058,2022-08-31,ap-east-1,0004,9788537,0.1009798135838293
6057,2022-08-31,us-west-2,0040,2674604,0.0208656895298481
6081,2022-08-31,us-east-1,0049,5654046,0.17607754125253955
6080,2022-08-31,eu-west-3,0049,1630299,0.050770552525832645
6079,2022-08-31,eu-west-2,0049,2071911,0.06452317412594281
6078,2022-08-31,eu-west-1,0049,49834,0.0015519237358130895
6077,2022-08-31,eu-south-1,0049,533751,0.016622001964802593
6076,2022-08-31,eu-north-1,0049,1164242,0.03625666801843125
6074,2022-08-31,ca-central-1,0049,625953,0.019493344267034772
6073,2022-08-31,ap-southeast-1,0049,3683442,0.11470925611612229
6072,2022-08-31,ap-northeast-2,0049,103555,0.0032248959036425833
6071,2022-08-31,ap-east-1,0049,1405491,0.04376961197920446
6075,2022-08-31,eu-central-1,0049,5546259,0.17272085297321046
6069,2022-08-31,us-east-2,0004,1540592,0.01589294630737349
6068,2022-08-31,us-east-1,0004,3544818,0.03656880091770636
6067,2022-08-31,eu-west-3,0004,4366538,0.04504577070574559
6066,2022-08-31,eu-west-2,0004,5615125,0.057926355669892196
6059,2022-08-31,ap-northeast-2,0004,3091656,0.03189392312102691
6065,2022-08-31,eu-west-1,0004,145566,0.0015016776811635588
6064,2022-08-31,eu-south-1,0004,2487872,0.02566520929332224
6063,2022-08-31,eu-north-1,0004,2360019,0.02434626121087301
6062,2022-08-31,eu-central-1,0004,40987583,0.42283320690229104
6061,2022-08-31,ca-central-1,0004,1285291,0.013259228174851211
6060,2022-08-31,ap-southeast-1,0004,6972016,0.071924218704335
6070,2022-08-31,us-west-2,0004,1589357,0.01639601235385372
6203,2022-09-01,ap-southeast-1,0027,47997338,0.630860085321724
6204,2022-09-01,ca-central-1,0027,65413,0.0008597654053470619
6205,2022-09-01,eu-central-1,0027,7928542,0.10420996019814416
6206,2022-09-01,eu-north-1,0027,145226,0.0019087993328074297
6211,2022-09-01,us-east-1,0027,1100070,0.014458932161193375
6208,2022-09-01,eu-west-1,0027,101144,0.0013294010694880716
6209,2022-09-01,eu-west-2,0027,348574,0.004581533737994691
6210,2022-09-01,eu-west-3,0027,3086488,0.04056770988058707
6202,2022-09-01,ap-northeast-2,0027,31119,0.0004090171624752758
6207,2022-09-01,eu-south-1,0027,198700,0.002611642732216244
6201,2022-09-01,ap-east-1,0027,3202995,0.04209903680460478
6189,2022-09-01,ap-northeast-2,0021,209752,0.0022731047981159732
6199,2022-09-01,us-east-2,0021,9800105,0.10620478325613268
6198,2022-09-01,us-east-1,0021,12707605,0.1377136708973575
6197,2022-09-01,eu-west-3,0021,3252475,0.0352474185144945
6196,2022-09-01,eu-west-2,0021,1900380,0.02059462077235799
6195,2022-09-01,eu-west-1,0021,406288,0.004402986394489409
6194,2022-09-01,eu-south-1,0021,2725507,0.02953661008714421
6193,2022-09-01,eu-north-1,0021,2672188,0.028958786396639492
6192,2022-09-01,eu-central-1,0021,26011104,0.28188510863635907
6191,2022-09-01,ca-central-1,0021,640011,0.006935867476577111
6190,2022-09-01,ap-southeast-1,0021,5997240,0.06499272960187764
6212,2022-09-01,us-east-2,0027,213226,0.0028025673538980417
6200,2022-09-01,us-west-2,0021,1010877,0.010954981878623711
6213,2022-09-01,us-west-2,0027,320439,0.004211737219268451
6225,2022-09-01,us-east-2,03DF,8823670,0.17171297709614672
6215,2022-09-01,ap-northeast-2,03DF,1457,2.8353939758522903e-05
6188,2022-09-01,ap-east-1,0021,4323054,0.046849397335493585
6238,2022-09-01,us-east-2,0005,54919,0.002412517945405728
6237,2022-09-01,us-east-1,0005,1145042,0.05030015792791685
6236,2022-09-01,eu-west-3,0005,368838,0.01620255820294539
6235,2022-09-01,eu-west-2,0005,580922,0.02551912361625278
6234,2022-09-01,eu-west-1,0005,23961,0.0010525745641739043
6233,2022-09-01,eu-south-1,0005,143650,0.006310351660764632
6232,2022-09-01,eu-north-1,0005,94927,0.004170015677698602
6231,2022-09-01,eu-central-1,0005,15956451,0.7009454721041384
6230,2022-09-01,ca-central-1,0005,391816,0.017211950896722276
6229,2022-09-01,ap-southeast-1,0005,547919,0.02406934613027843
6228,2022-09-01,ap-northeast-2,0005,442290,0.019429205959203544
6227,2022-09-01,ap-east-1,0005,312688,0.013735964080063844
6226,2022-09-01,us-west-2,03DF,2853987,0.05553999689060227
6224,2022-09-01,us-east-1,03DF,10103719,0.19662336298081212
6223,2022-09-01,eu-west-3,03DF,1396411,0.02717484788753516
6222,2022-09-01,eu-west-2,03DF,1371625,0.026692500083242265
6221,2022-09-01,eu-west-1,03DF,54674,0.001063983048975622
6220,2022-09-01,eu-south-1,03DF,3011379,0.05860292296230676
6219,2022-09-01,eu-north-1,03DF,1792628,0.03488542643887536
6218,2022-09-01,eu-central-1,03DF,4695291,0.09137268233543909
6217,2022-09-01,ca-central-1,03DF,1277183,0.02485461210886037
6216,2022-09-01,ap-southeast-1,03DF,865543,0.016843894358552634
6214,2022-09-01,ap-east-1,03DF,771581,0.015015347421290914
6239,2022-09-01,us-west-2,0005,36572,0.0016065588648624025
6187,2022-09-01,us-west-2,0049,1400251,0.04312952341825955
6185,2022-09-01,us-east-1,0049,5842531,0.1799574344788237
6157,2022-09-01,eu-west-2,0040,4322061,0.032841640180457786
6156,2022-09-01,eu-west-1,0040,534242,0.004059494656204095
6155,2022-09-01,eu-south-1,0040,3829240,0.029096887398076095
6154,2022-09-01,eu-north-1,0040,3260501,0.02477526361845027
6153,2022-09-01,eu-central-1,0040,71639604,0.5443611502101623
6152,2022-09-01,ca-central-1,0040,2122520,0.016128193960202146
6151,2022-09-01,ap-southeast-1,0040,4890050,0.03715756500531751
6150,2022-09-01,ap-northeast-2,0040,321934,0.002446249738228011
6149,2022-09-01,ap-east-1,0040,2451854,0.01863067338545572
6147,2022-09-01,us-east-2,0009,9445278,0.04050828201867041
6158,2022-09-01,eu-west-3,0040,3900038,0.029634853530783625
6146,2022-09-01,us-east-1,0009,31692187,0.13591935025993307
6144,2022-09-01,eu-west-2,0009,6649903,0.028519663065587102
6143,2022-09-01,eu-west-1,0009,322115,0.0013814654542136312
6142,2022-09-01,eu-south-1,0009,4241714,0.01819158175699461
6141,2022-09-01,eu-north-1,0009,12779223,0.0548066842779513
6140,2022-09-01,eu-central-1,0009,50523891,0.21668351374184686
6139,2022-09-01,ca-central-1,0009,4543022,0.01948381152921323
6138,2022-09-01,ap-southeast-1,0009,22096537,0.09476616277805539
6137,2022-09-01,ap-northeast-2,0009,1540532,0.006606931496858681
6136,2022-09-01,ap-east-1,0009,20772752,0.08908880144341964
6186,2022-09-01,us-east-2,0049,1889975,0.05821364956884522
6145,2022-09-01,eu-west-3,0009,6577761,0.028210265239351506
6159,2022-09-01,us-east-1,0040,22578573,0.1715656882802439
6148,2022-09-01,us-west-2,0009,4820170,0.020672425495356996
6161,2022-09-01,us-west-2,0040,2738718,0.020810439998820696
6184,2022-09-01,eu-west-3,0049,1576514,0.04855864947228321
6160,2022-09-01,us-east-2,0040,11152314,0.08474204403118833
6183,2022-09-01,eu-west-2,0049,2187190,0.06736825206708162
6182,2022-09-01,eu-west-1,0049,51916,0.001599079263490876
6181,2022-09-01,eu-south-1,0049,454964,0.014013473650413416
6180,2022-09-01,eu-north-1,0049,1122996,0.03458971447305647
6179,2022-09-01,eu-central-1,0049,5145969,0.1585024331317297
6178,2022-09-01,ca-central-1,0049,841374,0.0259153963371672
6176,2022-09-01,ap-northeast-2,0049,119047,0.0036668000054087047
6175,2022-09-01,ap-east-1,0049,1468152,0.04522096114594069
6174,2022-09-01,us-west-2,0004,1465006,0.015349599581402942
6173,2022-09-01,us-east-2,0004,1472626,0.015429438127327184
6177,2022-09-01,ap-southeast-1,0049,3886435,0.11970717346107487
6163,2022-09-01,ap-northeast-2,0004,2667590,0.027949672798169203
6171,2022-09-01,eu-west-3,0004,3661522,0.03836359479653849
6170,2022-09-01,eu-west-2,0004,5570590,0.05836585374542316
6169,2022-09-01,eu-west-1,0004,177992,0.001864911084796289
6168,2022-09-01,eu-south-1,0004,2671045,0.027985872558821207
6167,2022-09-01,eu-north-1,0004,2375836,0.024892820419221518
6166,2022-09-01,eu-central-1,0004,43018061,0.4507217111181566
6165,2022-09-01,ca-central-1,0004,1133800,0.011879388893557196
6164,2022-09-01,ap-southeast-1,0004,5233636,0.05483541839065189
6172,2022-09-01,us-east-1,0004,3659381,0.038341162470183654
6162,2022-09-01,ap-east-1,0004,7738807,0.08108334620319517
6308,2022-09-02,ca-central-1,0027,67730,0.0008648518610787166
6309,2022-09-02,eu-central-1,0027,8018534,0.10238954751251979
6310,2022-09-02,eu-north-1,0027,134643,0.0017192713587955357
6311,2022-09-02,eu-south-1,0027,264067,0.0033719007293588283
6316,2022-09-02,us-east-2,0027,1042435,0.013310967810476774
6313,2022-09-02,eu-west-2,0027,290801,0.0037132701321947715
6314,2022-09-02,eu-west-3,0027,2374623,0.030321823725237344
6315,2022-09-02,us-east-1,0027,1164139,0.014865019647192028
6307,2022-09-02,ap-southeast-1,0027,49285780,0.6293355759296647
6312,2022-09-02,eu-west-1,0027,116103,0.001482532048233017
6306,2022-09-02,ap-northeast-2,0027,37530,0.00047922472089597274
6294,2022-09-02,ap-southeast-1,0021,4723782,0.06009975391043024
6304,2022-09-02,us-west-2,0021,1223221,0.015562801390510904
6303,2022-09-02,us-east-2,0021,8604047,0.10946760611175019
6302,2022-09-02,us-east-1,0021,12373527,0.15742596243943183
6301,2022-09-02,eu-west-3,0021,2665716,0.033915382969640945
6300,2022-09-02,eu-west-2,0021,3710242,0.0472046828469524
6299,2022-09-02,eu-west-1,0021,516012,0.006565119689018022
6298,2022-09-02,eu-south-1,0021,1194232,0.0151939800168511
6297,2022-09-02,eu-north-1,0021,2940210,0.037407716411338644
6296,2022-09-02,eu-central-1,0021,22739985,0.2893163787886221
6295,2022-09-02,ca-central-1,0021,880382,0.011200927889384479
6317,2022-09-02,us-west-2,0027,314836,0.004020175705515707
6305,2022-09-02,ap-east-1,0027,3205602,0.04093268648424119
6343,2022-09-02,us-west-2,0005,40304,0.0015923808464209043
6342,2022-09-02,us-east-2,0005,50278,0.0019864461144390192
6319,2022-09-02,ap-northeast-2,03DF,10056,0.0001989830021501087
6293,2022-09-02,ap-northeast-2,0021,205564,0.002615350541757363
6341,2022-09-02,us-east-1,0005,2834516,0.11198960369376727
6340,2022-09-02,eu-west-3,0005,355658,0.0140517811402433
6339,2022-09-02,eu-west-2,0005,618432,0.024433785024160697
6338,2022-09-02,eu-west-1,0005,22445,0.0008867851354187475
6337,2022-09-02,eu-south-1,0005,146543,0.005789804147902406
6336,2022-09-02,eu-north-1,0005,94062,0.003716319153831955
6335,2022-09-02,eu-central-1,0005,17490975,0.6910553189566018
6334,2022-09-02,ca-central-1,0005,402826,0.01591535348452628
6333,2022-09-02,ap-southeast-1,0005,585364,0.023127293116919568
6332,2022-09-02,ap-northeast-2,0005,511079,0.020192348417227803
6331,2022-09-02,ap-east-1,0005,293274,0.011587036034965371
6330,2022-09-02,us-west-2,03DF,3197964,0.06327968153221661
6329,2022-09-02,us-east-2,03DF,8787667,0.17388587525412083
6328,2022-09-02,us-east-1,03DF,9423104,0.18645957870850216
6327,2022-09-02,eu-west-3,03DF,1563311,0.03093400120070491
6326,2022-09-02,eu-west-2,03DF,1529950,0.030273870737824064
6325,2022-09-02,eu-west-1,03DF,51728,0.0010235672966607818
6324,2022-09-02,eu-south-1,03DF,2734096,0.05410089799588341
6323,2022-09-02,eu-north-1,03DF,1776550,0.035153465838283174
6322,2022-09-02,eu-central-1,03DF,4863195,0.09623042374118912
6321,2022-09-02,ca-central-1,03DF,1222941,0.02419893313767463
6320,2022-09-02,ap-southeast-1,03DF,907772,0.01796252961692606
6318,2022-09-02,ap-east-1,03DF,764265,0.015122886250820686
6292,2022-09-02,ap-east-1,0021,4288719,0.05456453250615428
6265,2022-09-02,us-west-2,0040,2942131,0.020772007482701315
6290,2022-09-02,us-east-2,0049,2052437,0.06378852502293195
6261,2022-09-02,eu-west-2,0040,4342920,0.030661845695100998
6260,2022-09-02,eu-west-1,0040,564110,0.0039827244745616825
6259,2022-09-02,eu-south-1,0040,3477766,0.024553693011998518
6258,2022-09-02,eu-north-1,0040,3299747,0.02329684482948625
6257,2022-09-02,eu-central-1,0040,79436276,0.5608352991317949
6256,2022-09-02,ca-central-1,0040,1941464,0.01370710710549436
6255,2022-09-02,ap-southeast-1,0040,4385164,0.030960096413406617
6254,2022-09-02,ap-northeast-2,0040,335312,0.0023673668415986724
6253,2022-09-02,ap-east-1,0040,2037113,0.0143824073364198
6252,2022-09-02,us-west-2,0009,5309739,0.022202731363738848
6262,2022-09-02,eu-west-3,0040,4034335,0.02848317658449736
6251,2022-09-02,us-east-2,0009,9475708,0.03962277603573944
6249,2022-09-02,eu-west-3,0009,6588076,0.0275481114291861
6248,2022-09-02,eu-west-2,0009,8282976,0.0346353542086148
6247,2022-09-02,eu-west-1,0009,372961,0.0015595404768768114
6246,2022-09-02,eu-south-1,0009,6574548,0.02749154395008992
6245,2022-09-02,eu-north-1,0009,12442255,0.05202742457287194
6244,2022-09-02,eu-central-1,0009,51553988,0.21557356139226733
6243,2022-09-02,ca-central-1,0009,5213647,0.021800921620886253
6242,2022-09-02,ap-southeast-1,0009,22656507,0.09473843037514061
6241,2022-09-02,ap-northeast-2,0009,1472122,0.006155694150060852
6240,2022-09-02,ap-east-1,0009,20093586,0.0840215483458196
6250,2022-09-02,us-east-1,0009,32424616,0.13558388437179086
6263,2022-09-02,us-east-1,0040,23466997,0.1656814864057818
6291,2022-09-02,us-west-2,0049,1651357,0.051323196432481885
6266,2022-09-02,ap-east-1,0004,7650713,0.08921515425740052
6289,2022-09-02,us-east-1,0049,5939416,0.18459352766374915
6288,2022-09-02,eu-west-3,0049,1049795,0.032627006152417266
6287,2022-09-02,eu-west-2,0049,2373771,0.07377539521661819
6286,2022-09-02,eu-west-1,0049,57855,0.0017980990964408298
6285,2022-09-02,eu-south-1,0049,533859,0.016592021182729323
6284,2022-09-02,eu-north-1,0049,1212669,0.03768903350067936
6264,2022-09-02,us-east-2,0040,9933780,0.07013438643333987
6282,2022-09-02,ca-central-1,0049,793873,0.02467310213445287
6281,2022-09-02,ap-southeast-1,0049,3775730,0.11734744968290613
