,date,chain,provider,total_relays,nodes_staked,total_sessions
6309,2022-09-02,0027,P11,618803,218,145
6310,2022-09-02,0027,P12,2214902,696,508
6311,2022-09-02,0027,P13,533343,160,118
6316,2022-09-02,0027,P10,10703,127,69
6313,2022-09-02,0027,P5,6311441,2185,1528
6314,2022-09-02,0027,P8,1320733,692,401
6315,2022-09-02,0027,P9,204234,244,120
6307,2022-09-02,0027,P6,6740068,1941,1441
6312,2022-09-02,0027,P4,22856501,4087,2889
6306,2022-09-02,0027,P2,3403790,951,700
6294,2022-09-02,0021,P6,6663030,1941,1235
6304,2022-09-02,0021,P14,5269065,1354,824
6303,2022-09-02,0021,P10,9201,129,51
6302,2022-09-02,0021,P9,568622,244,116
6301,2022-09-02,0021,P8,1952786,692,386
6300,2022-09-02,0021,P5,5816370,2185,1321
6299,2022-09-02,0021,P4,10309125,4087,2379
6298,2022-09-02,0021,P13,553661,160,86
6297,2022-09-02,0021,P12,2663540,696,429
6296,2022-09-02,0021,P11,731015,218,132
6295,2022-09-02,0021,P7,242262,101,48
6317,2022-09-02,0027,P14,2076566,1354,986
6305,2022-09-02,0027,P1,242620,174,122
6343,2022-09-02,0005,P14,1735783,1354,351
6342,2022-09-02,0005,P10,1873,127,14
6319,2022-09-02,03DF,P2,3286889,951,209
6293,2022-09-02,0021,P2,3969160,951,571
6341,2022-09-02,0005,P9,212171,244,46
6340,2022-09-02,0005,P8,857790,692,174
6339,2022-09-02,0005,P5,0,0,0
6338,2022-09-02,0005,P4,4331920,4087,1020
6337,2022-09-02,0005,P13,208944,160,39
6336,2022-09-02,0005,P12,1073320,696,187
6335,2022-09-02,0005,P11,203170,218,48
6334,2022-09-02,0005,P7,107006,101,27
6333,2022-09-02,0005,P6,2544117,1941,515
6332,2022-09-02,0005,P2,1403759,951,251
6331,2022-09-02,0005,P1,233407,174,47
6330,2022-09-02,03DF,P14,3854467,1354,312
6329,2022-09-02,03DF,P10,0,0,0
6328,2022-09-02,03DF,P9,0,0,0
6327,2022-09-02,03DF,P8,0,0,0
6326,2022-09-02,03DF,P5,511908,2182,489
6325,2022-09-02,03DF,P4,124032,4084,939
6324,2022-09-02,03DF,P13,622508,160,39
6323,2022-09-02,03DF,P12,2879869,696,174
6322,2022-09-02,03DF,P11,594109,215,48
6321,2022-09-02,03DF,P7,379496,98,28
6320,2022-09-02,03DF,P6,5830451,1939,456
6318,2022-09-02,03DF,P1,559367,174,34
6292,2022-09-02,0021,P1,829557,174,127
6265,2022-09-02,0040,P14,10100893,1354,750
6290,2022-09-02,0049,P10,121756,127,36
6261,2022-09-02,0040,P5,8252005,2185,1192
6260,2022-09-02,0040,P4,27431449,4087,2056
6259,2022-09-02,0040,P13,916464,160,66
6258,2022-09-02,0040,P12,4212984,696,323
6257,2022-09-02,0040,P11,1454670,218,126
6256,2022-09-02,0040,P7,663300,101,53
6255,2022-09-02,0040,P6,12947630,1941,1057
6254,2022-09-02,0040,P2,6745117,951,505
6253,2022-09-02,0040,P1,1066496,174,78
6252,2022-09-02,0009,P14,15160383,1354,1041
6262,2022-09-02,0040,P8,3011507,692,295
6251,2022-09-02,0009,P10,888840,129,74
6249,2022-09-02,0009,P8,4462359,686,430
6248,2022-09-02,0009,P5,12113821,2184,1626
6247,2022-09-02,0009,P4,56464453,4084,3053
6246,2022-09-02,0009,P13,1581982,160,102
6245,2022-09-02,0009,P12,7729698,696,529
6244,2022-09-02,0009,P11,2317809,218,182
6243,2022-09-02,0009,P7,1385091,101,97
6242,2022-09-02,0009,P6,18770795,1941,1395
6241,2022-09-02,0009,P2,9678932,951,661
6240,2022-09-02,0009,P1,1821685,174,120
6250,2022-09-02,0009,P9,1014984,229,108
6263,2022-09-02,0040,P9,753150,244,80
6291,2022-09-02,0049,P14,2354239,1354,510
6266,2022-09-02,0004,P1,693321,174,21
6289,2022-09-02,0049,P9,126989,148,42
6288,2022-09-02,0049,P8,600579,551,183
6287,2022-09-02,0049,P5,2300774,2182,741
6286,2022-09-02,0049,P4,5242801,3022,1092
6285,2022-09-02,0049,P13,244888,160,58
6284,2022-09-02,0049,P12,1103809,696,258
6264,2022-09-02,0040,P10,322404,129,33
6282,2022-09-02,0049,P7,166763,101,43
6281,2022-09-02,0049,P6,2657393,1941,674
6280,2022-09-02,0049,P2,1728675,951,353
6279,2022-09-02,0049,P1,347847,174,69
6283,2022-09-02,0049,P11,280030,216,69
6277,2022-09-02,0004,P10,0,0,0
6278,2022-09-02,0004,P14,7192689,1354,206
6268,2022-09-02,0004,P6,8804794,1941,280
6269,2022-09-02,0004,P7,193372,101,8
6270,2022-09-02,0004,P11,1034901,216,30
6271,2022-09-02,0004,P12,3663459,696,97
6267,2022-09-02,0004,P2,4875412,951,134
6273,2022-09-02,0004,P4,15830685,3021,374
6274,2022-09-02,0004,P5,4933860,2182,265
6275,2022-09-02,0004,P8,1646492,692,70
6276,2022-09-02,0004,P9,522166,244,20
6272,2022-09-02,0004,P13,671062,160,19
6420,2022-09-03,0027,P10,11883,127,86
6419,2022-09-03,0027,P9,215518,244,129
6418,2022-09-03,0027,P8,1292997,692,434
6417,2022-09-03,0027,P5,6628586,2188,1556
6416,2022-09-03,0027,P4,24544437,4093,2963
6415,2022-09-03,0027,P13,497002,103,104
6414,2022-09-03,0027,P12,2385958,694,537
6413,2022-09-03,0027,P11,651389,218,143
6412,2022-09-03,0027,P7,272877,101,65
6411,2022-09-03,0027,P6,6159483,1943,1387
6399,2022-09-03,0021,P7,369659,101,61
6409,2022-09-03,0027,P1,238022,174,109
6408,2022-09-03,0021,P14,5615704,1354,868
6407,2022-09-03,0021,P10,9971,129,56
6406,2022-09-03,0021,P9,571385,244,118
6405,2022-09-03,0021,P8,1816794,692,357
6404,2022-09-03,0021,P5,4964943,2188,1315
6403,2022-09-03,0021,P4,10469858,4093,2545
6402,2022-09-03,0021,P13,670978,103,100
6401,2022-09-03,0021,P12,2714299,694,422
6400,2022-09-03,0021,P11,758051,218,125
6421,2022-09-03,0027,P14,2459369,1354,1023
6410,2022-09-03,0027,P2,3098597,951,622
6422,2022-09-03,03DF,P1,465440,174,34
6435,2022-09-03,0005,P1,263458,174,51
6424,2022-09-03,03DF,P6,3536945,1941,439
6398,2022-09-03,0021,P6,7276265,1943,1214
6447,2022-09-03,0005,P14,1748516,1354,368
6446,2022-09-03,0005,P10,2847,127,20
6445,2022-09-03,0005,P9,212136,244,40
6444,2022-09-03,0005,P8,632067,692,140
6443,2022-09-03,0005,P5,0,0,0
6442,2022-09-03,0005,P4,4312847,4093,1080
6441,2022-09-03,0005,P13,244257,103,38
6440,2022-09-03,0005,P12,1098456,694,202
6439,2022-09-03,0005,P11,190562,218,38
6438,2022-09-03,0005,P7,106523,101,27
6437,2022-09-03,0005,P6,2267906,1943,490
6436,2022-09-03,0005,P2,1441380,951,250
6434,2022-09-03,03DF,P14,2905190,1354,319
6433,2022-09-03,03DF,P10,0,0,0
6432,2022-09-03,03DF,P9,0,0,0
6431,2022-09-03,03DF,P8,0,0,0
6430,2022-09-03,03DF,P5,334976,2185,506
6429,2022-09-03,03DF,P4,177920,4090,961
6428,2022-09-03,03DF,P13,864225,103,36
6427,2022-09-03,03DF,P12,4470771,694,173
6426,2022-09-03,03DF,P11,334047,215,47
6425,2022-09-03,03DF,P7,273046,98,29
6423,2022-09-03,03DF,P2,1660224,951,221
6397,2022-09-03,0021,P2,4131595,951,580
6396,2022-09-03,0021,P1,545755,174,87
6344,2022-09-03,0009,P1,2407017,174,147
6367,2022-09-03,0040,P9,1009202,244,80
6366,2022-09-03,0040,P8,4001884,692,313
6365,2022-09-03,0040,P5,9246409,2188,1134
6364,2022-09-03,0040,P4,33677513,4093,2026
6363,2022-09-03,0040,P13,1074877,103,66
6362,2022-09-03,0040,P12,5455040,694,343
6361,2022-09-03,0040,P11,1814205,218,118
6360,2022-09-03,0040,P7,522832,101,36
6359,2022-09-03,0040,P6,16499005,1943,1078
6358,2022-09-03,0040,P2,8193383,951,504
6356,2022-09-03,0009,P14,16386084,1354,1030
6355,2022-09-03,0009,P10,1096803,129,93
6354,2022-09-03,0009,P9,1191117,229,126
6353,2022-09-03,0009,P8,4617774,686,448
6352,2022-09-03,0009,P5,11116720,2187,1598
6351,2022-09-03,0009,P4,56866686,4090,3099
6350,2022-09-03,0009,P13,1600896,103,105
6349,2022-09-03,0009,P12,7784553,694,513
6348,2022-09-03,0009,P11,2352019,218,164
6347,2022-09-03,0009,P7,1027617,101,77
6346,2022-09-03,0009,P6,20468198,1943,1484
6345,2022-09-03,0009,P2,11331006,951,749
6395,2022-09-03,0049,P14,2404296,1354,488
6368,2022-09-03,0040,P10,681564,129,52
6369,2022-09-03,0040,P14,11625394,1354,705
6357,2022-09-03,0040,P1,1570105,174,95
6371,2022-09-03,0004,P2,5647407,951,121
6370,2022-09-03,0004,P1,1489828,174,27
6393,2022-09-03,0049,P9,122977,148,40
6392,2022-09-03,0049,P8,634261,551,194
6391,2022-09-03,0049,P5,2548624,2185,815
6390,2022-09-03,0049,P4,5438983,3028,1128
6389,2022-09-03,0049,P13,197021,103,45
6388,2022-09-03,0049,P12,1086495,694,253
6387,2022-09-03,0049,P11,368358,216,89
6386,2022-09-03,0049,P7,144513,101,33
6385,2022-09-03,0049,P6,2822959,1943,651
6384,2022-09-03,0049,P2,1733254,951,346
6383,2022-09-03,0049,P1,392410,174,76
6394,2022-09-03,0049,P10,123139,127,36
6381,2022-09-03,0004,P10,0,0,0
6380,2022-09-03,0004,P9,484643,244,21
6379,2022-09-03,0004,P8,1929279,692,76
6378,2022-09-03,0004,P5,6658146,2185,296
6377,2022-09-03,0004,P4,20324275,3027,385
6376,2022-09-03,0004,P13,827565,103,18
6375,2022-09-03,0004,P12,4822360,694,98
6374,2022-09-03,0004,P11,1306836,216,30
6373,2022-09-03,0004,P7,492076,101,12
6372,2022-09-03,0004,P6,9989304,1943,233
6382,2022-09-03,0004,P14,9717233,1354,185
6525,2022-09-04,0027,P14,2456311,1354,1027
6516,2022-09-04,0027,P7,0,0,0
6517,2022-09-04,0027,P11,989183,218,187
6518,2022-09-04,0027,P12,2486256,694,563
6519,2022-09-04,0027,P13,370087,103,73
6524,2022-09-04,0027,P10,12254,127,77
6521,2022-09-04,0027,P5,6723148,2188,1618
6522,2022-09-04,0027,P8,1215355,692,445
6523,2022-09-04,0027,P9,268197,244,161
6515,2022-09-04,0027,P6,7086979,1949,1405
6520,2022-09-04,0027,P4,22418107,4096,2869
6514,2022-09-04,0027,P2,3155273,951,683
6508,2022-09-04,0021,P5,4546542,2188,1354
6512,2022-09-04,0021,P14,4754876,1354,867
6511,2022-09-04,0021,P10,13930,129,71
6510,2022-09-04,0021,P9,567005,244,127
6509,2022-09-04,0021,P8,1665603,692,371
6507,2022-09-04,0021,P4,9416100,4096,2599
6506,2022-09-04,0021,P13,327698,103,62
6505,2022-09-04,0021,P12,2429566,694,451
6504,2022-09-04,0021,P11,727808,218,138
6503,2022-09-04,0021,P7,0,0,0
6502,2022-09-04,0021,P6,6316165,1949,1197
6513,2022-09-04,0027,P1,239605,174,111
6526,2022-09-04,03DF,P1,27570,174,47
6501,2022-09-04,0021,P2,3658562,951,596
6528,2022-09-04,03DF,P6,186095,1947,469
6551,2022-09-04,0005,P14,1910551,1354,368
6550,2022-09-04,0005,P10,3440,127,24
6549,2022-09-04,0005,P9,276082,244,57
6548,2022-09-04,0005,P8,665281,692,149
6547,2022-09-04,0005,P5,0,0,0
6546,2022-09-04,0005,P4,4206470,4096,1065
6545,2022-09-04,0005,P13,108593,103,19
6544,2022-09-04,0005,P12,1019025,694,186
6543,2022-09-04,0005,P11,290266,218,66
6542,2022-09-04,0005,P7,0,0,0
6541,2022-09-04,0005,P6,2444482,1949,495
6540,2022-09-04,0005,P2,1334474,951,227
6539,2022-09-04,0005,P1,206290,174,41
6538,2022-09-04,03DF,P14,123101,1354,323
6537,2022-09-04,03DF,P10,0,0,0
6536,2022-09-04,03DF,P9,0,0,0
6535,2022-09-04,03DF,P8,0,0,0
6534,2022-09-04,03DF,P5,210672,2185,522
6533,2022-09-04,03DF,P4,389016,4093,941
6532,2022-09-04,03DF,P13,2369698,103,40
6531,2022-09-04,03DF,P12,9174000,694,166
6530,2022-09-04,03DF,P11,21039,215,54
6529,2022-09-04,03DF,P7,0,0,0
6527,2022-09-04,03DF,P2,1666371,951,260
6500,2022-09-04,0021,P1,480186,174,90
6499,2022-09-04,0049,P14,2154713,1354,503
6498,2022-09-04,0049,P10,133802,127,37
6470,2022-09-04,0040,P8,4011348,692,318
6469,2022-09-04,0040,P5,9086116,2188,1112
6468,2022-09-04,0040,P4,34668870,4096,2132
6467,2022-09-04,0040,P13,1149438,103,73
6466,2022-09-04,0040,P12,5221879,694,331
6465,2022-09-04,0040,P11,1778771,218,114
6464,2022-09-04,0040,P7,0,0,0
6463,2022-09-04,0040,P6,15408676,1949,1020
6462,2022-09-04,0040,P2,8276901,951,511
6460,2022-09-04,0009,P14,17768799,1354,1023
6471,2022-09-04,0040,P9,1285338,244,101
6459,2022-09-04,0009,P10,863027,129,65
6457,2022-09-04,0009,P8,4959330,686,427
6456,2022-09-04,0009,P5,12483561,2187,1647
6455,2022-09-04,0009,P4,58955553,4093,3093
6454,2022-09-04,0009,P13,1514647,103,96
6453,2022-09-04,0009,P12,8312886,694,517
6452,2022-09-04,0009,P11,2747599,218,175
6451,2022-09-04,0009,P7,0,0,0
6450,2022-09-04,0009,P6,21591455,1949,1423
6449,2022-09-04,0009,P2,11950552,951,716
6448,2022-09-04,0009,P1,2608408,174,153
6458,2022-09-04,0009,P9,1582893,229,147
6472,2022-09-04,0040,P10,611114,129,45
6461,2022-09-04,0040,P1,1749782,174,102
6474,2022-09-04,0004,P1,1545233,174,21
6473,2022-09-04,0040,P14,11461385,1354,691
6496,2022-09-04,0049,P8,555359,551,181
6495,2022-09-04,0049,P5,2306002,2185,777
6494,2022-09-04,0049,P4,4959762,3539,1147
6493,2022-09-04,0049,P13,159647,103,43
6492,2022-09-04,0049,P12,858915,694,223
6491,2022-09-04,0049,P11,356991,216,90
6490,2022-09-04,0049,P7,0,0,0
6489,2022-09-04,0049,P6,2839561,1949,717
6488,2022-09-04,0049,P2,1498433,951,318
6487,2022-09-04,0049,P1,312231,174,64
6486,2022-09-04,0004,P14,10795008,1354,170
6497,2022-09-04,0049,P9,150859,148,50
6484,2022-09-04,0004,P9,675156,244,24
6483,2022-09-04,0004,P8,2759615,692,88
6482,2022-09-04,0004,P5,8151643,2185,271
6481,2022-09-04,0004,P4,24035555,3538,406
6480,2022-09-04,0004,P13,883684,103,12
6479,2022-09-04,0004,P12,5621540,694,83
6478,2022-09-04,0004,P11,1799049,216,30
6477,2022-09-04,0004,P7,0,0,0
6476,2022-09-04,0004,P6,13503518,1949,228
6475,2022-09-04,0004,P2,8792365,951,138
6485,2022-09-04,0004,P10,0,0,0
6629,2022-09-05,0027,P14,2395719,1354,1051
6620,2022-09-05,0027,P7,364490,101,80
6621,2022-09-05,0027,P11,693818,218,145
6622,2022-09-05,0027,P12,2074548,694,508
6623,2022-09-05,0027,P13,325778,103,71
6628,2022-09-05,0027,P10,8749,127,62
6625,2022-09-05,0027,P5,6128091,2188,1487
6626,2022-09-05,0027,P8,1248294,692,417
6627,2022-09-05,0027,P9,201596,244,126
6619,2022-09-05,0027,P6,6851315,1949,1429
6624,2022-09-05,0027,P4,23517544,4096,2941
6618,2022-09-05,0027,P2,3104719,951,675
6612,2022-09-05,0021,P5,5592670,2188,1367
6616,2022-09-05,0021,P14,5097465,1354,853
6615,2022-09-05,0021,P10,13993,129,76
6614,2022-09-05,0021,P9,579994,244,123
6613,2022-09-05,0021,P8,1619130,692,332
6611,2022-09-05,0021,P4,12462350,4096,2548
6610,2022-09-05,0021,P13,489968,103,82
6609,2022-09-05,0021,P12,2436085,694,413
6608,2022-09-05,0021,P11,729977,218,134
6607,2022-09-05,0021,P7,353820,101,64
6606,2022-09-05,0021,P6,6715443,1949,1215
6617,2022-09-05,0027,P1,267410,174,130
6630,2022-09-05,03DF,P1,9672,174,38
6655,2022-09-05,0005,P14,1793516,1354,344
6632,2022-09-05,03DF,P6,2427578,1949,448
6605,2022-09-05,0021,P2,3933725,951,589
6654,2022-09-05,0005,P10,4862,127,31
6653,2022-09-05,0005,P9,227674,244,49
6652,2022-09-05,0005,P8,695802,692,142
6651,2022-09-05,0005,P5,0,0,0
6650,2022-09-05,0005,P4,4338170,4096,1077
6649,2022-09-05,0005,P13,160865,103,27
6648,2022-09-05,0005,P12,1152906,694,197
6647,2022-09-05,0005,P11,316201,218,62
6646,2022-09-05,0005,P7,113774,101,31
6645,2022-09-05,0005,P6,2168346,1949,466
6644,2022-09-05,0005,P2,1436038,951,251
6643,2022-09-05,0005,P1,224524,174,45
6642,2022-09-05,03DF,P14,105386,1354,321
6641,2022-09-05,03DF,P10,0,0,0
6640,2022-09-05,03DF,P9,0,0,0
6639,2022-09-05,03DF,P8,0,0,0
6638,2022-09-05,03DF,P5,157038,2185,490
6637,2022-09-05,03DF,P4,274035,4093,984
6636,2022-09-05,03DF,P13,1164104,103,22
6635,2022-09-05,03DF,P12,9059963,694,169
6634,2022-09-05,03DF,P11,282478,215,55
6633,2022-09-05,03DF,P7,155695,98,28
6631,2022-09-05,03DF,P2,10902318,951,230
6604,2022-09-05,0021,P1,574908,174,97
6603,2022-09-05,0049,P14,2169017,1354,468
6602,2022-09-05,0049,P10,122926,127,35
6574,2022-09-05,0040,P8,4089780,692,312
6573,2022-09-05,0040,P5,9591019,2188,1120
6572,2022-09-05,0040,P4,36188958,4096,2142
6571,2022-09-05,0040,P13,712807,103,44
6570,2022-09-05,0040,P12,5720480,694,348
6569,2022-09-05,0040,P11,1758893,218,110
6568,2022-09-05,0040,P7,885173,101,54
6567,2022-09-05,0040,P6,16310013,1949,1021
6566,2022-09-05,0040,P2,8853103,951,519
6565,2022-09-05,0040,P1,1703869,174,97
6575,2022-09-05,0040,P9,1428961,244,108
6564,2022-09-05,0009,P14,16924373,1354,1013
6562,2022-09-05,0009,P9,1417276,229,138
6561,2022-09-05,0009,P8,4458738,686,417
6560,2022-09-05,0009,P5,11844890,2187,1671
6559,2022-09-05,0009,P4,56492783,4093,3058
6558,2022-09-05,0009,P13,1013570,103,70
6557,2022-09-05,0009,P12,7048958,694,471
6556,2022-09-05,0009,P11,2343445,218,167
6555,2022-09-05,0009,P7,1101235,101,77
6554,2022-09-05,0009,P6,20002063,1949,1442
6553,2022-09-05,0009,P2,10758614,951,685
6563,2022-09-05,0009,P10,861772,129,72
6576,2022-09-05,0040,P10,572891,129,41
6552,2022-09-05,0009,P1,2213228,174,128
6578,2022-09-05,0004,P1,2112601,174,29
6601,2022-09-05,0049,P9,166506,148,52
6600,2022-09-05,0049,P8,575264,551,187
6599,2022-09-05,0049,P5,2327889,2185,779
6598,2022-09-05,0049,P4,5835085,3539,1268
6597,2022-09-05,0049,P13,121305,103,31
6596,2022-09-05,0049,P12,925175,694,237
6577,2022-09-05,0040,P14,13137454,1354,762
6594,2022-09-05,0049,P7,133389,101,34
6593,2022-09-05,0049,P6,2734396,1949,679
6592,2022-09-05,0049,P2,1557647,951,324
6591,2022-09-05,0049,P1,318046,174,62
6595,2022-09-05,0049,P11,270505,216,68
6589,2022-09-05,0004,P10,0,0,0
6590,2022-09-05,0004,P14,10930803,1354,185
6580,2022-09-05,0004,P6,12087088,1949,228
6581,2022-09-05,0004,P7,984085,101,20
6582,2022-09-05,0004,P11,1865693,216,34
6583,2022-09-05,0004,P12,6292071,694,102
6579,2022-09-05,0004,P2,5565116,951,97
6585,2022-09-05,0004,P4,25757374,3538,440
6586,2022-09-05,0004,P5,8081549,2185,275
6587,2022-09-05,0004,P8,2192634,692,76
6588,2022-09-05,0004,P9,797900,244,20
6584,2022-09-05,0004,P13,1137556,103,20
6731,2022-09-06,0027,P9,228113,244,128
6730,2022-09-06,0027,P8,1349780,692,434
6729,2022-09-06,0027,P5,5772374,2188,1539
6728,2022-09-06,0027,P4,21559284,4096,2505
6727,2022-09-06,0027,P13,272578,103,67
6726,2022-09-06,0027,P12,2091851,693,500
6725,2022-09-06,0027,P11,724688,218,151
6724,2022-09-06,0027,P7,442794,101,93
6723,2022-09-06,0027,P6,6917359,1953,1398
6722,2022-09-06,0027,P2,3242122,951,724
6710,2022-09-06,0021,P6,7141042,1953,1217
6720,2022-09-06,0021,P14,5234468,1354,870
6719,2022-09-06,0021,P10,11341,129,63
6718,2022-09-06,0021,P9,634041,244,121
6717,2022-09-06,0021,P8,1710356,692,356
6716,2022-09-06,0021,P5,4787407,2188,1351
6715,2022-09-06,0021,P4,8237587,4096,2197
6714,2022-09-06,0021,P13,487981,103,74
6713,2022-09-06,0021,P12,2498370,693,416
6712,2022-09-06,0021,P11,789593,218,136
6711,2022-09-06,0021,P7,421698,101,73
6732,2022-09-06,0027,P10,8371,127,67
6721,2022-09-06,0027,P1,368088,174,150
6733,2022-09-06,0027,P14,2322163,1354,957
6746,2022-09-06,03DF,P14,46288,1354,324
6735,2022-09-06,03DF,P2,5776550,951,238
6709,2022-09-06,0021,P2,4133061,951,601
6758,2022-09-06,0005,P10,2985,127,25
6757,2022-09-06,0005,P9,174562,244,35
6756,2022-09-06,0005,P8,648908,692,141
6755,2022-09-06,0005,P5,0,0,0
6754,2022-09-06,0005,P4,3686013,4096,935
6753,2022-09-06,0005,P13,131375,103,22
6752,2022-09-06,0005,P12,1227152,693,195
6751,2022-09-06,0005,P11,261774,218,57
6750,2022-09-06,0005,P7,120002,101,27
6749,2022-09-06,0005,P6,2411467,1953,519
6748,2022-09-06,0005,P2,1827698,951,276
6747,2022-09-06,0005,P1,272723,174,52
6745,2022-09-06,03DF,P10,0,0,0
6744,2022-09-06,03DF,P9,0,0,0
6743,2022-09-06,03DF,P8,0,0,0
6742,2022-09-06,03DF,P5,80409,2185,505
6741,2022-09-06,03DF,P4,137857,4093,821
6740,2022-09-06,03DF,P13,742561,103,24
6739,2022-09-06,03DF,P12,4438322,693,168
6738,2022-09-06,03DF,P11,1900180,218,67
6737,2022-09-06,03DF,P7,1017702,98,33
6736,2022-09-06,03DF,P6,12983829,1953,466
6759,2022-09-06,0005,P14,1968933,1354,373
6708,2022-09-06,0021,P1,739748,174,121
6734,2022-09-06,03DF,P1,6078,174,41
6706,2022-09-06,0049,P10,113625,127,32
6678,2022-09-06,0040,P8,2350272,692,288
6677,2022-09-06,0040,P5,7695001,2188,1159
6676,2022-09-06,0040,P4,23694860,4096,1853
6675,2022-09-06,0040,P13,785686,103,65
6674,2022-09-06,0040,P12,4283901,693,383
6673,2022-09-06,0040,P11,1320787,218,125
6672,2022-09-06,0040,P7,470806,101,47
6671,2022-09-06,0040,P6,10632375,1953,1010
6670,2022-09-06,0040,P2,5440362,951,471
6669,2022-09-06,0040,P1,1064219,174,85
6668,2022-09-06,0009,P14,17937831,1354,1103
6667,2022-09-06,0009,P10,832400,129,65
6666,2022-09-06,0009,P9,1499226,229,143
6665,2022-09-06,0009,P8,4753485,686,420
6664,2022-09-06,0009,P5,11762101,2187,1642
6663,2022-09-06,0009,P4,46575336,4093,2573
6662,2022-09-06,0009,P13,1068936,103,76
6661,2022-09-06,0009,P12,7865262,693,511
6660,2022-09-06,0009,P11,2484057,218,160
6659,2022-09-06,0009,P7,1258655,101,83
6658,2022-09-06,0009,P6,21439235,1953,1448
6657,2022-09-06,0009,P2,11667523,951,727
6656,2022-09-06,0009,P1,2406728,174,138
6679,2022-09-06,0040,P9,817117,244,103
6680,2022-09-06,0040,P10,378322,129,43
6707,2022-09-06,0049,P14,1821122,1354,508
6682,2022-09-06,0004,P1,1621174,174,29
6681,2022-09-06,0040,P14,8474296,1354,698
6705,2022-09-06,0049,P9,136988,148,42
6704,2022-09-06,0049,P8,619582,551,186
6703,2022-09-06,0049,P5,2336092,2185,745
6702,2022-09-06,0049,P4,5243396,3539,1066
6701,2022-09-06,0049,P13,174433,103,41
6700,2022-09-06,0049,P12,1045639,693,248
6698,2022-09-06,0049,P7,119404,101,31
6697,2022-09-06,0049,P6,3146328,1953,762
6696,2022-09-06,0049,P2,1652046,951,334
6695,2022-09-06,0049,P1,317844,174,73
6699,2022-09-06,0049,P11,289662,218,71
6693,2022-09-06,0004,P10,0,0,0
6692,2022-09-06,0004,P9,772571,244,22
6691,2022-09-06,0004,P8,1903597,692,74
6690,2022-09-06,0004,P5,6753841,2185,269
6683,2022-09-06,0004,P2,5729893,951,129
6689,2022-09-06,0004,P4,20659595,3538,420
6688,2022-09-06,0004,P13,794094,103,15
6687,2022-09-06,0004,P12,4579284,693,92
6686,2022-09-06,0004,P11,1165960,218,28
6685,2022-09-06,0004,P7,420873,101,11
6684,2022-09-06,0004,P6,11067050,1953,271
6694,2022-09-06,0004,P14,7677987,1354,153
6828,2022-09-07,0027,P7,352919,101,57
6829,2022-09-07,0027,P11,1046376,218,162
6830,2022-09-07,0027,P12,2776045,704,497
6831,2022-09-07,0027,P13,0,0,0
6836,2022-09-07,0027,P10,12033,127,86
6833,2022-09-07,0027,P5,7026847,1988,1562
6834,2022-09-07,0027,P8,1533986,692,399
6835,2022-09-07,0027,P9,305064,244,130
6827,2022-09-07,0027,P6,8874212,1951,1425
6832,2022-09-07,0027,P4,20971377,4096,2661
6826,2022-09-07,0027,P2,2493563,951,672
6814,2022-09-07,0021,P6,6962289,1951,1218
6824,2022-09-07,0021,P14,5711170,1355,879
6823,2022-09-07,0021,P10,12687,129,65
6822,2022-09-07,0021,P9,691933,244,125
6821,2022-09-07,0021,P8,1587248,692,332
6820,2022-09-07,0021,P5,6011557,1988,1387
6819,2022-09-07,0021,P4,9259626,4096,2350
6818,2022-09-07,0021,P13,0,0,0
6817,2022-09-07,0021,P12,2691629,704,373
6816,2022-09-07,0021,P11,682828,218,127
6815,2022-09-07,0021,P7,313874,101,58
6837,2022-09-07,0027,P14,2389151,1355,937
6825,2022-09-07,0027,P1,292625,174,115
6838,2022-09-07,03DF,P1,5659,174,38
6850,2022-09-07,03DF,P14,49713,1355,307
6840,2022-09-07,03DF,P6,13501232,1951,456
6813,2022-09-07,0021,P2,4436428,951,602
6863,2022-09-07,0005,P14,1908219,1355,346
6862,2022-09-07,0005,P10,2989,127,22
6861,2022-09-07,0005,P9,276155,244,48
6860,2022-09-07,0005,P8,694092,692,138
6859,2022-09-07,0005,P5,0,0,0
6858,2022-09-07,0005,P4,4523635,4096,967
6857,2022-09-07,0005,P13,0,0,0
6856,2022-09-07,0005,P12,1313538,704,203
6855,2022-09-07,0005,P11,238986,218,47
6854,2022-09-07,0005,P7,184721,101,33
6853,2022-09-07,0005,P6,3057601,1951,556
