,date,chain,provider,total_relays,nodes_staked,total_sessions
5702,2022-08-27,03DF,P5,4104354,2855,628
5701,2022-08-27,03DF,P4,132884,4074,926
5700,2022-08-27,03DF,P13,402939,160,31
5699,2022-08-27,03DF,P12,2518441,706,179
5698,2022-08-27,03DF,P11,743932,215,55
5697,2022-08-27,03DF,P7,305733,98,28
5695,2022-08-27,03DF,P2,2949316,951,228
5668,2022-08-27,0021,P1,928620,174,94
5667,2022-08-27,0049,P14,1830832,1354,464
5666,2022-08-27,0049,P10,123824,127,34
5638,2022-08-27,0040,P8,2826155,692,324
5637,2022-08-27,0040,P5,7586729,2860,1366
5636,2022-08-27,0040,P4,25348482,4086,2010
5635,2022-08-27,0040,P13,1016578,160,89
5634,2022-08-27,0040,P12,3798747,706,329
5633,2022-08-27,0040,P11,843888,218,81
5632,2022-08-27,0040,P7,548549,101,50
5631,2022-08-27,0040,P6,10279685,1938,982
5630,2022-08-27,0040,P2,5428659,951,482
5629,2022-08-27,0040,P1,1266447,174,102
5639,2022-08-27,0040,P9,653774,244,78
5628,2022-08-27,0009,P14,15066011,1354,965
5626,2022-08-27,0009,P9,1190972,229,124
5625,2022-08-27,0009,P8,5159108,686,479
5624,2022-08-27,0009,P5,18245777,2859,1966
5623,2022-08-27,0009,P4,52386006,4083,2948
5622,2022-08-27,0009,P13,1826591,160,120
5621,2022-08-27,0009,P12,7238313,706,483
5620,2022-08-27,0009,P11,1914276,218,136
5619,2022-08-27,0009,P7,1187353,101,79
5618,2022-08-27,0009,P6,17093951,1938,1316
5617,2022-08-27,0009,P2,9725855,951,676
5627,2022-08-27,0009,P10,969260,129,79
5640,2022-08-27,0040,P10,495484,129,54
5616,2022-08-27,0009,P1,2097073,174,134
5642,2022-08-27,0004,P1,1456647,174,30
5665,2022-08-27,0049,P9,156360,148,45
5664,2022-08-27,0049,P8,603189,549,182
5663,2022-08-27,0049,P5,2936479,2857,943
5662,2022-08-27,0049,P4,5305972,3012,1101
5661,2022-08-27,0049,P13,175594,160,40
5660,2022-08-27,0049,P12,1028560,706,236
5641,2022-08-27,0040,P14,7972085,1354,663
5658,2022-08-27,0049,P7,120013,101,29
5657,2022-08-27,0049,P6,2811155,1938,645
5656,2022-08-27,0049,P2,1660171,951,328
5655,2022-08-27,0049,P1,244216,174,54
5659,2022-08-27,0049,P11,292023,216,67
5653,2022-08-27,0004,P10,0,0,0
5654,2022-08-27,0004,P14,6528725,1354,135
5644,2022-08-27,0004,P6,5247950,1938,262
5645,2022-08-27,0004,P7,184478,101,8
5646,2022-08-27,0004,P11,558475,216,31
5647,2022-08-27,0004,P12,4978027,706,95
5643,2022-08-27,0004,P2,5224025,951,112
5649,2022-08-27,0004,P4,4578915,3011,393
5650,2022-08-27,0004,P5,8299992,2857,328
5651,2022-08-27,0004,P8,2125241,692,79
5652,2022-08-27,0004,P9,672770,244,19
5648,2022-08-27,0004,P13,910001,160,19
5795,2022-08-28,0027,P9,218266,244,116
5794,2022-08-28,0027,P8,1260950,692,427
5793,2022-08-28,0027,P5,8018191,2860,1745
5792,2022-08-28,0027,P4,23150054,4086,2764
5791,2022-08-28,0027,P13,576075,160,115
5790,2022-08-28,0027,P12,2409863,706,492
5789,2022-08-28,0027,P11,672385,218,158
5788,2022-08-28,0027,P7,273462,101,65
5787,2022-08-28,0027,P6,5658719,1938,1305
5786,2022-08-28,0027,P2,2877748,951,640
5774,2022-08-28,0021,P6,7485760,1938,1095
5784,2022-08-28,0021,P14,5991634,1354,779
5783,2022-08-28,0021,P10,159651,129,51
5782,2022-08-28,0021,P9,709048,244,93
5781,2022-08-28,0021,P8,2597008,692,374
5780,2022-08-28,0021,P5,6698369,2860,1496
5779,2022-08-28,0021,P4,9925637,4086,2400
5778,2022-08-28,0021,P13,769269,160,96
5777,2022-08-28,0021,P12,3331793,706,422
5776,2022-08-28,0021,P11,961856,218,144
5775,2022-08-28,0021,P7,379820,101,60
5796,2022-08-28,0027,P10,8943,127,66
5785,2022-08-28,0027,P1,264931,174,112
5797,2022-08-28,0027,P14,2320179,1354,928
5810,2022-08-28,03DF,P14,3707837,1354,321
5799,2022-08-28,03DF,P2,2866224,951,212
5773,2022-08-28,0021,P2,4767986,951,531
5822,2022-08-28,0005,P10,4639,127,25
5821,2022-08-28,0005,P9,254672,244,48
5820,2022-08-28,0005,P8,890682,692,173
5819,2022-08-28,0005,P5,0,0,0
5818,2022-08-28,0005,P4,3713957,4086,1024
5817,2022-08-28,0005,P13,269206,160,45
5816,2022-08-28,0005,P12,966108,706,175
5815,2022-08-28,0005,P11,245951,218,50
5814,2022-08-28,0005,P7,144099,101,25
5813,2022-08-28,0005,P6,2687621,1938,539
5812,2022-08-28,0005,P2,1441930,951,256
5811,2022-08-28,0005,P1,256136,174,45
5809,2022-08-28,03DF,P10,0,0,0
5808,2022-08-28,03DF,P9,0,0,0
5807,2022-08-28,03DF,P8,0,0,0
5806,2022-08-28,03DF,P5,615671,2855,588
5805,2022-08-28,03DF,P4,123874,4074,950
5804,2022-08-28,03DF,P13,407757,160,27
5803,2022-08-28,03DF,P12,2325507,706,156
5802,2022-08-28,03DF,P11,650280,215,50
5801,2022-08-28,03DF,P7,276353,98,20
5800,2022-08-28,03DF,P6,6023888,1936,463
5798,2022-08-28,03DF,P1,296859,174,39
5772,2022-08-28,0021,P1,854728,174,106
5823,2022-08-28,0005,P14,1735118,1354,329
5770,2022-08-28,0049,P10,89983,127,26
5742,2022-08-28,0040,P8,2403684,692,275
5741,2022-08-28,0040,P5,7184075,2860,1298
5740,2022-08-28,0040,P4,24529594,4086,2011
5739,2022-08-28,0040,P13,998849,160,86
5738,2022-08-28,0040,P12,3777213,706,334
5737,2022-08-28,0040,P11,1140397,218,104
5736,2022-08-28,0040,P7,581534,101,54
5735,2022-08-28,0040,P6,9838586,1938,932
5734,2022-08-28,0040,P2,4756247,951,418
5733,2022-08-28,0040,P1,941555,174,76
5732,2022-08-28,0009,P14,14200967,1354,948
5731,2022-08-28,0009,P10,658672,129,59
5730,2022-08-28,0009,P9,1049578,229,117
5729,2022-08-28,0009,P8,4409956,686,454
5728,2022-08-28,0009,P5,16597689,2859,1838
5727,2022-08-28,0009,P4,51151532,4083,2920
5726,2022-08-28,0009,P13,1493124,160,104
5725,2022-08-28,0009,P12,6716454,706,478
5724,2022-08-28,0009,P11,2239811,218,163
5723,2022-08-28,0009,P7,919423,101,73
5722,2022-08-28,0009,P6,17745090,1938,1366
5721,2022-08-28,0009,P2,8677704,951,636
5720,2022-08-28,0009,P1,2110177,174,129
5743,2022-08-28,0040,P9,857548,244,100
5744,2022-08-28,0040,P10,344561,129,39
5771,2022-08-28,0049,P14,1745883,1354,453
5746,2022-08-28,0004,P1,1049410,174,26
5745,2022-08-28,0040,P14,7746313,1354,654
5769,2022-08-28,0049,P9,176562,148,50
5768,2022-08-28,0049,P8,586300,549,170
5767,2022-08-28,0049,P5,2743997,2857,938
5766,2022-08-28,0049,P4,4382156,3012,1045
5765,2022-08-28,0049,P13,217695,160,47
5764,2022-08-28,0049,P12,1131644,706,255
5762,2022-08-28,0049,P7,141230,101,34
5761,2022-08-28,0049,P6,2695994,1938,655
5760,2022-08-28,0049,P2,1386337,951,294
5759,2022-08-28,0049,P1,198360,174,49
5763,2022-08-28,0049,P11,325854,216,80
5757,2022-08-28,0004,P10,0,0,0
5756,2022-08-28,0004,P9,379565,244,16
5755,2022-08-28,0004,P8,1909748,692,83
5754,2022-08-28,0004,P5,7348265,2857,295
5747,2022-08-28,0004,P2,4081324,951,102
5753,2022-08-28,0004,P4,69598,3011,401
5752,2022-08-28,0004,P13,758897,160,15
5751,2022-08-28,0004,P12,4449326,706,96
5750,2022-08-28,0004,P11,962977,216,29
5749,2022-08-28,0004,P7,560433,101,14
5748,2022-08-28,0004,P6,8661470,1938,228
5758,2022-08-28,0004,P14,7125896,1354,152
5892,2022-08-29,0027,P7,321126,101,74
5893,2022-08-29,0027,P11,704214,218,166
5894,2022-08-29,0027,P12,2082303,706,460
5895,2022-08-29,0027,P13,500688,160,106
5900,2022-08-29,0027,P10,8372,127,61
5897,2022-08-29,0027,P5,7359399,2860,1915
5898,2022-08-29,0027,P8,1200938,692,410
5899,2022-08-29,0027,P9,179945,244,106
5891,2022-08-29,0027,P6,6565093,1938,1377
5896,2022-08-29,0027,P4,22556812,4086,2824
5890,2022-08-29,0027,P2,2754356,951,701
5878,2022-08-29,0021,P6,7468804,1938,1025
5888,2022-08-29,0021,P14,6598436,1354,850
5887,2022-08-29,0021,P10,157675,129,48
5886,2022-08-29,0021,P9,702252,244,94
5885,2022-08-29,0021,P8,2521042,692,345
5884,2022-08-29,0021,P5,7194213,2860,1572
5883,2022-08-29,0021,P4,10457413,4086,2458
5882,2022-08-29,0021,P13,717784,160,93
5881,2022-08-29,0021,P12,3279379,706,406
5880,2022-08-29,0021,P11,790167,218,113
5879,2022-08-29,0021,P7,438533,101,64
5901,2022-08-29,0027,P14,2127086,1354,958
5889,2022-08-29,0027,P1,232539,174,113
5902,2022-08-29,03DF,P1,571050,174,38
5914,2022-08-29,03DF,P14,4587965,1354,314
5904,2022-08-29,03DF,P6,5904770,1936,480
5877,2022-08-29,0021,P2,5404563,951,578
5927,2022-08-29,0005,P14,1795168,1354,391
5926,2022-08-29,0005,P10,4616,127,24
5925,2022-08-29,0005,P9,206052,244,42
5924,2022-08-29,0005,P8,625379,692,145
5923,2022-08-29,0005,P5,0,0,0
5922,2022-08-29,0005,P4,3876636,4086,1045
5921,2022-08-29,0005,P13,232414,160,44
5920,2022-08-29,0005,P12,966318,706,186
5919,2022-08-29,0005,P11,236635,218,59
5918,2022-08-29,0005,P7,66200,101,14
5917,2022-08-29,0005,P6,2180253,1938,516
5916,2022-08-29,0005,P2,1192881,951,247
5915,2022-08-29,0005,P1,227227,174,45
5913,2022-08-29,03DF,P10,0,0,0
5912,2022-08-29,03DF,P9,0,0,0
5911,2022-08-29,03DF,P8,0,0,0
5910,2022-08-29,03DF,P5,431848,2855,616
5909,2022-08-29,03DF,P4,132282,4074,965
5908,2022-08-29,03DF,P13,668247,160,50
5907,2022-08-29,03DF,P12,2340488,706,161
5906,2022-08-29,03DF,P11,521736,215,48
5905,2022-08-29,03DF,P7,200424,98,19
5903,2022-08-29,03DF,P2,3051966,951,236
5876,2022-08-29,0021,P1,872942,174,112
5875,2022-08-29,0049,P14,1779752,1354,470
5874,2022-08-29,0049,P10,97695,127,25
5846,2022-08-29,0040,P8,2986873,692,341
5845,2022-08-29,0040,P5,7592842,2860,1300
5844,2022-08-29,0040,P4,25005912,4086,1985
5843,2022-08-29,0040,P13,1059360,160,90
5842,2022-08-29,0040,P12,4013963,706,343
5841,2022-08-29,0040,P11,1082815,218,108
5840,2022-08-29,0040,P7,443644,101,41
5839,2022-08-29,0040,P6,10633029,1938,1018
5838,2022-08-29,0040,P2,5347911,951,475
5837,2022-08-29,0040,P1,1160551,174,91
5847,2022-08-29,0040,P9,725113,244,84
5836,2022-08-29,0009,P14,14045227,1354,996
5834,2022-08-29,0009,P9,1064233,229,118
5833,2022-08-29,0009,P8,4098511,686,417
5832,2022-08-29,0009,P5,16636282,2859,1893
5831,2022-08-29,0009,P4,50581886,4083,2962
5830,2022-08-29,0009,P13,1367606,160,105
5829,2022-08-29,0009,P12,6872949,706,504
5828,2022-08-29,0009,P11,1969972,218,152
5827,2022-08-29,0009,P7,897465,101,69
5826,2022-08-29,0009,P6,16614252,1938,1298
5825,2022-08-29,0009,P2,9160158,951,685
5835,2022-08-29,0009,P10,740763,129,64
5848,2022-08-29,0040,P10,459353,129,50
5824,2022-08-29,0009,P1,1898304,174,129
5850,2022-08-29,0004,P1,696393,174,19
5873,2022-08-29,0049,P9,160921,148,47
5872,2022-08-29,0049,P8,551455,549,177
5871,2022-08-29,0049,P5,2851312,2857,951
5870,2022-08-29,0049,P4,4632202,3012,1029
5869,2022-08-29,0049,P13,285873,160,67
5868,2022-08-29,0049,P12,924419,706,227
5849,2022-08-29,0040,P14,7889297,1354,659
5866,2022-08-29,0049,P7,121775,101,32
5865,2022-08-29,0049,P6,2630777,1938,656
5864,2022-08-29,0049,P2,1432982,951,301
5863,2022-08-29,0049,P1,236834,174,60
5867,2022-08-29,0049,P11,283200,216,76
5861,2022-08-29,0004,P10,0,0,0
5862,2022-08-29,0004,P14,7559006,1354,170
5852,2022-08-29,0004,P6,8926286,1938,225
5853,2022-08-29,0004,P7,585089,101,14
5854,2022-08-29,0004,P11,1069389,216,23
5855,2022-08-29,0004,P12,4470536,706,86
5851,2022-08-29,0004,P2,4556837,951,112
5857,2022-08-29,0004,P4,4754345,3011,386
5858,2022-08-29,0004,P5,5963117,2857,343
5859,2022-08-29,0004,P8,1603198,692,68
5860,2022-08-29,0004,P9,576089,244,16
5856,2022-08-29,0004,P13,1149298,160,26
6003,2022-08-30,0027,P9,207479,244,117
6002,2022-08-30,0027,P8,1256945,692,390
6001,2022-08-30,0027,P5,7220809,2722,1951
6000,2022-08-30,0027,P4,21564595,4086,2859
5999,2022-08-30,0027,P13,439620,160,104
5998,2022-08-30,0027,P12,2309373,699,509
5997,2022-08-30,0027,P11,646079,218,149
5996,2022-08-30,0027,P7,0,0,0
5995,2022-08-30,0027,P6,6161941,1938,1363
5994,2022-08-30,0027,P2,2641018,951,681
5982,2022-08-30,0021,P6,7494762,1938,1137
5992,2022-08-30,0021,P14,5449624,1354,787
5991,2022-08-30,0021,P10,148787,129,58
5990,2022-08-30,0021,P9,642766,244,96
5989,2022-08-30,0021,P8,2080501,692,337
5988,2022-08-30,0021,P5,7326537,2722,1612
5987,2022-08-30,0021,P4,10107170,4086,2485
5986,2022-08-30,0021,P13,735752,160,103
5985,2022-08-30,0021,P12,3369614,699,452
5984,2022-08-30,0021,P11,664214,218,110
5983,2022-08-30,0021,P7,0,0,0
6004,2022-08-30,0027,P10,7717,127,58
5993,2022-08-30,0027,P1,221066,174,115
6005,2022-08-30,0027,P14,2021306,1354,952
6018,2022-08-30,03DF,P14,5420384,1354,339
6007,2022-08-30,03DF,P2,3097153,951,240
5981,2022-08-30,0021,P2,4619508,951,542
6030,2022-08-30,0005,P10,3332,127,17
6029,2022-08-30,0005,P9,257600,244,60
6028,2022-08-30,0005,P8,708332,692,163
6027,2022-08-30,0005,P5,0,0,0
6026,2022-08-30,0005,P4,3817793,4086,1011
6025,2022-08-30,0005,P13,162113,160,28
6024,2022-08-30,0005,P12,916950,699,180
6023,2022-08-30,0005,P11,233290,218,61
6022,2022-08-30,0005,P7,0,0,0
6021,2022-08-30,0005,P6,2044327,1938,466
6020,2022-08-30,0005,P2,1418140,951,265
6019,2022-08-30,0005,P1,199112,174,44
6017,2022-08-30,03DF,P10,0,0,0
6016,2022-08-30,03DF,P9,0,0,0
6015,2022-08-30,03DF,P8,0,0,0
6014,2022-08-30,03DF,P5,494099,2719,632
6013,2022-08-30,03DF,P4,125501,4074,957
6012,2022-08-30,03DF,P13,424434,160,32
6011,2022-08-30,03DF,P12,2283855,699,166
6010,2022-08-30,03DF,P11,561066,215,46
6009,2022-08-30,03DF,P7,0,0,0
6008,2022-08-30,03DF,P6,5998176,1936,487
6006,2022-08-30,03DF,P1,462390,174,26
5980,2022-08-30,0021,P1,678634,174,96
6031,2022-08-30,0005,P14,1576651,1354,351
5978,2022-08-30,0049,P10,122339,127,29
5950,2022-08-30,0040,P8,2764748,692,300
5949,2022-08-30,0040,P5,9031434,2722,1446
5948,2022-08-30,0040,P4,25880427,4086,2092
5947,2022-08-30,0040,P13,1006028,160,87
5946,2022-08-30,0040,P12,3956176,699,335
5945,2022-08-30,0040,P11,1183673,218,113
5944,2022-08-30,0040,P7,0,0,0
5943,2022-08-30,0040,P6,10469214,1938,959
5942,2022-08-30,0040,P2,5356553,951,467
5941,2022-08-30,0040,P1,1179123,174,90
5940,2022-08-30,0009,P14,13559750,1354,974
5939,2022-08-30,0009,P10,762219,129,68
5938,2022-08-30,0009,P9,987233,229,109
5937,2022-08-30,0009,P8,4311604,686,443
5936,2022-08-30,0009,P5,17846756,2721,2009
5935,2022-08-30,0009,P4,50557528,4083,2931
5934,2022-08-30,0009,P13,1552241,160,115
5933,2022-08-30,0009,P12,7318350,699,527
5932,2022-08-30,0009,P11,1986310,218,158
5931,2022-08-30,0009,P7,0,0,0
5930,2022-08-30,0009,P6,18668602,1938,1474
5929,2022-08-30,0009,P2,8165889,951,612
5928,2022-08-30,0009,P1,1848704,174,126
5951,2022-08-30,0040,P9,724302,244,80
5952,2022-08-30,0040,P10,412390,129,45
5979,2022-08-30,0049,P14,1847222,1354,498
5954,2022-08-30,0004,P1,926114,174,30
5977,2022-08-30,0049,P9,168131,148,51
5976,2022-08-30,0049,P8,510175,549,165
5975,2022-08-30,0049,P5,2945581,2719,962
5974,2022-08-30,0049,P4,4806904,3012,1050
5973,2022-08-30,0049,P13,205605,160,49
5972,2022-08-30,0049,P12,1111678,699,264
5953,2022-08-30,0040,P14,8501856,1354,705
5970,2022-08-30,0049,P7,0,0,0
5969,2022-08-30,0049,P6,2683718,1938,664
5968,2022-08-30,0049,P2,1540444,951,324
5967,2022-08-30,0049,P1,239917,174,57
5971,2022-08-30,0049,P11,291628,216,72
5965,2022-08-30,0004,P10,0,0,0
5966,2022-08-30,0004,P14,4993927,1354,180
5956,2022-08-30,0004,P6,7081360,1938,246
5957,2022-08-30,0004,P7,0,0,0
5958,2022-08-30,0004,P11,754082,216,28
5959,2022-08-30,0004,P12,4277270,699,119
5955,2022-08-30,0004,P2,3285219,951,118
5961,2022-08-30,0004,P4,15500407,3011,401
5962,2022-08-30,0004,P5,5463419,2719,336
5963,2022-08-30,0004,P8,1511186,692,68
5964,2022-08-30,0004,P9,335120,244,14
5960,2022-08-30,0004,P13,419406,160,12
6107,2022-08-31,0027,P9,180874,244,141
6106,2022-08-31,0027,P8,921061,692,389
6105,2022-08-31,0027,P5,7024594,2707,1922
6104,2022-08-31,0027,P4,21671845,4087,2745
6103,2022-08-31,0027,P13,531188,160,113
6102,2022-08-31,0027,P12,1958885,696,422
6101,2022-08-31,0027,P11,767667,218,157
6100,2022-08-31,0027,P7,265588,101,59
6099,2022-08-31,0027,P6,6465114,1938,1335
6098,2022-08-31,0027,P2,2350109,951,601
6086,2022-08-31,0021,P6,7450725,1938,1124
6096,2022-08-31,0021,P14,5783565,1354,785
6095,2022-08-31,0021,P10,11293,129,56
6094,2022-08-31,0021,P9,623870,244,111
6093,2022-08-31,0021,P8,2218070,692,393
6092,2022-08-31,0021,P5,7624178,2707,1596
6091,2022-08-31,0021,P4,10948915,4087,2392
6090,2022-08-31,0021,P13,560283,160,78
6089,2022-08-31,0021,P12,2674817,696,379
6088,2022-08-31,0021,P11,801520,218,122
6087,2022-08-31,0021,P7,389084,101,59
6108,2022-08-31,0027,P10,15095,127,84
6097,2022-08-31,0027,P1,266895,174,124
6109,2022-08-31,0027,P14,2272493,1354,961
6122,2022-08-31,03DF,P14,4274019,1354,283
6111,2022-08-31,03DF,P2,3338627,951,219
6085,2022-08-31,0021,P2,4316914,951,570
6134,2022-08-31,0005,P10,3473,127,24
6133,2022-08-31,0005,P9,287539,244,55
6132,2022-08-31,0005,P8,683753,692,158
6131,2022-08-31,0005,P5,0,0,0
6130,2022-08-31,0005,P4,3982807,4087,1040
6129,2022-08-31,0005,P13,230058,160,45
6128,2022-08-31,0005,P12,741725,696,154
6127,2022-08-31,0005,P11,260661,218,56
6126,2022-08-31,0005,P7,126977,101,32
6125,2022-08-31,0005,P6,2094645,1938,467
6124,2022-08-31,0005,P2,1194881,951,247
6123,2022-08-31,0005,P1,255072,174,51
6121,2022-08-31,03DF,P10,0,0,0
6120,2022-08-31,03DF,P9,0,0,0
6119,2022-08-31,03DF,P8,0,0,0
6118,2022-08-31,03DF,P5,413412,2704,616
6117,2022-08-31,03DF,P4,135510,4075,955
6116,2022-08-31,03DF,P13,523657,160,35
6115,2022-08-31,03DF,P12,2406888,696,157
6114,2022-08-31,03DF,P11,551074,215,40
6113,2022-08-31,03DF,P7,245614,98,17
6112,2022-08-31,03DF,P6,6015345,1936,446
6110,2022-08-31,03DF,P1,802355,174,45
6084,2022-08-31,0021,P1,686356,174,93
6135,2022-08-31,0005,P14,1537603,1354,328
6082,2022-08-31,0049,P10,101666,127,25
6054,2022-08-31,0040,P8,2488133,692,282
6053,2022-08-31,0040,P5,8775704,2707,1381
6052,2022-08-31,0040,P4,23908983,4087,1974
6051,2022-08-31,0040,P13,883058,160,78
6050,2022-08-31,0040,P12,3924821,696,338
6049,2022-08-31,0040,P11,1280639,218,122
6048,2022-08-31,0040,P7,548484,101,51
6047,2022-08-31,0040,P6,10454161,1938,990
6046,2022-08-31,0040,P2,5574611,951,484
6045,2022-08-31,0040,P1,978111,174,83
6044,2022-08-31,0009,P14,14475003,1354,952
6043,2022-08-31,0009,P10,930791,129,84
6042,2022-08-31,0009,P9,1334773,229,135
6041,2022-08-31,0009,P8,4670045,686,448
6040,2022-08-31,0009,P5,18799282,2706,1970
6039,2022-08-31,0009,P4,50559597,4084,2804
6038,2022-08-31,0009,P13,1754286,160,121
6037,2022-08-31,0009,P12,6698974,696,453
6036,2022-08-31,0009,P11,2186358,218,160
6035,2022-08-31,0009,P7,954627,101,69
6034,2022-08-31,0009,P6,18617659,1938,1383
6033,2022-08-31,0009,P2,9938284,951,698
6032,2022-08-31,0009,P1,1965081,174,126
6055,2022-08-31,0040,P9,830186,244,91
6056,2022-08-31,0040,P10,547552,129,59
6083,2022-08-31,0049,P14,1650885,1354,454
6058,2022-08-31,0004,P1,1653357,174,36
6057,2022-08-31,0040,P14,7452688,1354,624
6081,2022-08-31,0049,P9,120680,148,38
6080,2022-08-31,0049,P8,464836,549,156
6079,2022-08-31,0049,P5,2910668,2704,956
6078,2022-08-31,0049,P4,4578302,3013,1051
6077,2022-08-31,0049,P13,249661,160,60
6076,2022-08-31,0049,P12,947785,696,235
6074,2022-08-31,0049,P7,153685,101,38
6073,2022-08-31,0049,P6,2629484,1938,648
6072,2022-08-31,0049,P2,1517243,951,330
6071,2022-08-31,0049,P1,259004,174,58
6075,2022-08-31,0049,P11,404213,216,97
6069,2022-08-31,0004,P10,0,0,0
6068,2022-08-31,0004,P9,757069,244,27
6067,2022-08-31,0004,P8,2239187,692,89
6066,2022-08-31,0004,P5,6334331,2704,317
6059,2022-08-31,0004,P2,4309715,951,116
6065,2022-08-31,0004,P4,16191735,3012,350
6064,2022-08-31,0004,P13,825732,160,16
6063,2022-08-31,0004,P12,3871889,696,79
6062,2022-08-31,0004,P11,1050085,216,29
6061,2022-08-31,0004,P7,657131,101,18
6060,2022-08-31,0004,P6,9237987,1938,253
6070,2022-08-31,0004,P14,6826017,1354,162
6203,2022-09-01,0027,P6,7588151,1939,1440
6204,2022-09-01,0027,P7,336028,101,69
6205,2022-09-01,0027,P11,811096,218,146
6206,2022-09-01,0027,P12,2042047,696,485
6211,2022-09-01,0027,P9,184414,244,135
6208,2022-09-01,0027,P4,18529682,4087,2559
6209,2022-09-01,0027,P5,6924937,2185,1736
6210,2022-09-01,0027,P8,1191012,692,431
6202,2022-09-01,0027,P2,3147361,951,659
6207,2022-09-01,0027,P13,481230,160,109
6201,2022-09-01,0027,P1,249450,174,141
6189,2022-09-01,0021,P2,4522773,951,571
6199,2022-09-01,0021,P10,13057,129,68
6198,2022-09-01,0021,P9,637095,244,104
6197,2022-09-01,0021,P8,2132115,692,362
6196,2022-09-01,0021,P5,7724881,2185,1499
6195,2022-09-01,0021,P4,10853118,4087,2224
6194,2022-09-01,0021,P13,678740,160,93
6193,2022-09-01,0021,P12,3024873,696,404
6192,2022-09-01,0021,P11,882923,218,138
6191,2022-09-01,0021,P7,430509,101,65
6190,2022-09-01,0021,P6,8226276,1939,1218
6212,2022-09-01,0027,P10,10120,127,70
6200,2022-09-01,0021,P14,6183367,1354,885
6213,2022-09-01,0027,P14,1855001,1354,980
6225,2022-09-01,03DF,P10,0,0,0
6215,2022-09-01,03DF,P2,3176786,951,206
6188,2022-09-01,0021,P1,894806,174,119
6238,2022-09-01,0005,P10,3521,127,27
6237,2022-09-01,0005,P9,244813,244,54
6236,2022-09-01,0005,P8,691118,692,152
6235,2022-09-01,0005,P5,0,0,0
6234,2022-09-01,0005,P4,3887356,4087,994
6233,2022-09-01,0005,P13,254679,160,45
6232,2022-09-01,0005,P12,886114,696,177
6231,2022-09-01,0005,P11,177942,218,45
6230,2022-09-01,0005,P7,97213,101,26
6229,2022-09-01,0005,P6,2271205,1939,527
6228,2022-09-01,0005,P2,1252367,951,244
6227,2022-09-01,0005,P1,159349,174,42
6226,2022-09-01,03DF,P14,3952739,1354,343
6224,2022-09-01,03DF,P9,0,0,0
6223,2022-09-01,03DF,P8,0,0,0
6222,2022-09-01,03DF,P5,540421,2182,562
6221,2022-09-01,03DF,P4,112573,4075,887
6220,2022-09-01,03DF,P13,498432,160,36
6219,2022-09-01,03DF,P12,2887613,696,175
6218,2022-09-01,03DF,P11,581295,215,41
6217,2022-09-01,03DF,P7,337327,98,22
6216,2022-09-01,03DF,P6,6088564,1937,443
6214,2022-09-01,03DF,P1,605486,174,44
6239,2022-09-01,0005,P14,1624383,1354,378
6187,2022-09-01,0049,P14,1862423,1354,506
6185,2022-09-01,0049,P9,152288,148,47
6157,2022-09-01,0040,P5,8463330,2185,1270
6156,2022-09-01,0040,P4,23611224,4087,1923
6155,2022-09-01,0040,P13,1011243,160,87
6154,2022-09-01,0040,P12,4422673,696,367
6153,2022-09-01,0040,P11,1276655,218,116
6152,2022-09-01,0040,P7,583127,101,55
6151,2022-09-01,0040,P6,11230858,1939,1036
6150,2022-09-01,0040,P2,5951191,951,499
6149,2022-09-01,0040,P1,1443306,174,115
6147,2022-09-01,0009,P10,855764,129,72
6158,2022-09-01,0040,P8,2786585,692,293
6146,2022-09-01,0009,P9,1280685,229,140
6144,2022-09-01,0009,P5,16958213,2184,1778
6143,2022-09-01,0009,P4,46238128,4084,2648
6142,2022-09-01,0009,P13,1910157,160,128
6141,2022-09-01,0009,P12,6735164,696,475
6140,2022-09-01,0009,P11,2220620,218,172
6139,2022-09-01,0009,P7,1009108,101,77
6138,2022-09-01,0009,P6,18385331,1939,1415
6137,2022-09-01,0009,P2,9833788,951,689
6136,2022-09-01,0009,P1,1780944,174,119
6186,2022-09-01,0049,P10,119466,127,32
6145,2022-09-01,0009,P8,4706780,686,459
6159,2022-09-01,0040,P9,927525,244,98
6148,2022-09-01,0009,P14,13618565,1354,974
6161,2022-09-01,0040,P14,9436584,1354,781
6184,2022-09-01,0049,P8,622429,549,187
6160,2022-09-01,0040,P10,506291,129,50
6183,2022-09-01,0049,P5,2794066,2182,869
6182,2022-09-01,0049,P4,4334799,3013,946
6181,2022-09-01,0049,P13,231534,160,55
6180,2022-09-01,0049,P12,955150,696,226
6179,2022-09-01,0049,P11,314110,216,73
6178,2022-09-01,0049,P7,113821,101,29
6176,2022-09-01,0049,P2,1536258,951,321
6175,2022-09-01,0049,P1,259918,174,64
6174,2022-09-01,0004,P14,7673714,1354,174
6173,2022-09-01,0004,P10,0,0,0
6177,2022-09-01,0049,P6,3048237,1939,746
6163,2022-09-01,0004,P2,5063030,951,122
6171,2022-09-01,0004,P8,2037924,692,83
6170,2022-09-01,0004,P5,6029164,2182,312
6169,2022-09-01,0004,P4,14568835,3012,349
6168,2022-09-01,0004,P13,814914,160,19
6167,2022-09-01,0004,P12,4126957,696,91
6166,2022-09-01,0004,P11,599084,216,19
6165,2022-09-01,0004,P7,507972,101,14
6164,2022-09-01,0004,P6,9097349,1939,243
6172,2022-09-01,0004,P9,698902,244,27
6162,2022-09-01,0004,P1,786407,174,17
6308,2022-09-02,0027,P7,334132,101,69
